,player0,rating0,player1,rating1,player2,rating2,player3,rating3,player4,rating4,player5,rating5,player6,rating6,player7,rating7,player8,rating8,player9,rating9,player10,rating10,player11,rating11,player12,rating12,player13,rating13,player14,rating14,player15,rating15,player16,rating16,player17,rating17,player18,rating18,player19,rating19,player20,rating20,player21,rating21,player22,rating22,player23,rating23,player24,rating24,player25,rating25,player26,rating26,player27,rating27,player28,rating28,player29,rating29,player30,rating30,player31,rating31,player32,rating32,player33,rating33,words,u_words,sents,word1,word_count1,word2,word_count2,word3,word_count3,word4,word_count4,word5,word_count5,word6,word_count6,word7,word_count7,word8,word_count8,word9,word_count9,word10,word_count10
0,McCarthy,True,Yoshida,True,Stephens,True,Hoedt,True,Soares,False,Hojbjerg,False,Romeu,False,Bertrand,False,Tadic,False,Redmond,False,Austin,False,Long,False,Ward-Prowse,True,McQueen,False,Bravo,False,Danilo,False,Laporte,False,Stones,False,Delph,False,Fernandinho,True,Gundogan,False,DeBruyne,False,Silva,False,Sane,True,Sterling,False,Jesus,True,Diaz,False,Foden,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,639,381,33,the,44,to,16,of,13,a,10,was,9,it,9,and,9,in,8,from,8,with,7
1,Pope,True,Lowton,False,Tarkowski,False,Long,False,Ward,True,Lennon,False,Gudmundsson,True,Westwood,False,Cork,False,Wood,True,Hendrick,True,Vokes,False,Wells,False,McNeil,False,Begovic,True,Daniels,False,Cook,False,Ake,False,Mings,False,Fraser,False,Surman,False,Hyndman,False,Ibe,True,King,True,Mousset,False,Gosling,False,Wilson,True,Defoe,True,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,660,351,25,the,58,in,19,to,17,a,17,of,13,and,9,-,8,we,8,season,7,is,7
2,Hennessey,False,Wan-Bissaka,True,Sakho,False,Tomkins,False,VanAanholt,True,McArthur,True,Cabaye,False,Loftus-Cheek,True,Milivojevic,False,Zaha,True,Townsend,False,Benteke,False,Foster,True,Nyom,False,Dawson,False,Hegazi,False,Gibbs,False,Brunt,False,Krychowiak,False,Livermore,False,McClean,False,Rodriguez,False,Rondon,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,511,310,26,the,34,a,20,to,13,in,9,and,9,for,8,of,8,his,6,was,6,goal,6
3,Karius,True,Alexander-Arnold,True,VanDijk,True,Lovren,True,Robertson,True,Wijnaldum,True,Henderson,True,Solanke,True,Salah,True,Mane,True,Firmino,True,Lallana,False,Woodburn,False,Ings,False,Ryan,True,Bong,False,Dunk,False,Duffy,False,Schelotto,False,March,False,Stephens,False,Propper,False,Kayal,False,Knockaert,False,Locadia,False,Gross,False,Murray,False,Goldson,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,419,249,15,the,20,a,15,to,12,in,9,and,9,on,9,of,8,Liverpool,7,his,5,League,5
4,Romero,False,Bailly,True,Rojo,False,Blind,False,Darmian,False,Carrick,True,Mata,False,Young,False,McTominay,False,Rashford,False,Sanchez,False,Shaw,False,Gomes,False,Janmaat,False,Cathcart,False,Kabasele,False,Holebas,False,Hughes,True,Doucoure,False,Richarlison,False,Pereyra,False,Gray,False,Mariappa,False,Deeney,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,410,245,17,the,33,to,13,in,11,of,9,a,8,United,7,as,7,with,6,but,5,season,5
5,Lossl,True,Hadergjonaj,False,Jorgensen,True,Schindler,True,Kongolo,True,Lowe,False,Hogg,False,Mooy,True,Pritchard,True,Ince,True,Mounie,True,Depoitre,False,Billing,False,Ospina,True,Bellerin,False,Mustafi,True,Holding,True,Kolasinac,True,Ramsey,False,Xhaka,True,Iwobi,False,Mkhitaryan,False,Lacazette,True,Aubameyang,True,Welbeck,True,Monreal,False,Maitland-Niles,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,484,290,18,the,34,to,14,of,13,in,12,a,12,as,11,was,11,and,9,his,8,with,6
6,Fabianski,True,VanDerHoorn,False,Mawson,False,Rangel,False,Olsson,False,Dyer,False,Routledge,False,King,False,Carroll,False,JAyew,False,AAyew,False,Abraham,True,Britton,True,Clucas,False,Butland,True,Bauer,True,Pieters,True,Shawcross,False,Zouma,True,Allen,False,Ndiaye,True,Sorenson,True,Shaqiri,True,Crouch,True,Diouf,False,Fletcher,True,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,562,326,30,the,26,and,18,a,13,to,12,his,11,of,10,in,9,with,8,I,8,-,7
7,Dubravka,True,Yedlin,False,Lascelles,True,Lejeune,True,Dummett,False,Diame,True,Shelvey,True,Ritchie,True,Perez,True,Murphy,True,Gayle,True,Joselu,False,Hayden,False,Courtois,False,Azpilicueta,False,Christensen,False,Cahill,False,Emerson,False,Kante,False,Bakayoko,False,Moses,False,Barkley,False,Hazard,False,Giroud,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,593,334,27,the,39,a,14,to,12,on,12,of,9,from,8,was,8,with,8,as,8,and,8
8,Lloris,True,Walker-Peters,True,Dier,False,Alderweireld,False,Rose,False,Wanyama,False,Sissoko,False,Moura,False,Eriksen,True,Lamela,True,Kane,True,Alli,False,Sanchez,True,Jakupovic,False,Simpson,False,Maguire,False,Morgan,False,Fuchs,False,Mahrez,True,Iborra,False,Silva,False,Gray,False,Iheanacho,True,Vardy,True,Diabate,True,Choudhury,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,431,263,16,the,25,and,15,in,11,to,10,his,9,a,8,from,7,when,7,Vardy,5,of,5
9,Adrian,True,Zabaleta,False,Rice,True,Ogbonna,True,Cresswell,True,Kouyate,True,Noble,True,JoaoMario,False,Masuaku,False,Lanzini,False,Arnautovic,True,Carroll,False,DeGea,True,Valencia,True,Lindelof,False,Jones,True,Smalling,False,Shaw,True,Herrera,True,McTominay,False,Pogba,False,Lingard,True,Sanchez,False,Rashford,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,464,277,16,the,33,West,9,in,9,a,9,Ham,9,to,8,and,8,on,8,of,8,but,7
10,Fabianski,False,Roberts,False,Naughton,False,Fernandez,False,Mawson,False,Olsson,False,KiSung-Yeung,False,King,False,Clucas,False,AAyew,False,JAyew,False,Abraham,False,Narsingh,False,McCarthy,True,Cedric,True,Bednarek,True,Hoedt,True,Stephens,True,Bertrand,True,Romeu,False,Hojbjerg,False,Tadic,False,Redmond,False,Austin,False,Gabbiadini,True,Long,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,433,281,18,the,25,a,15,to,11,we,8,on,8,in,7,from,7,had,6,but,6,and,6
11,Caballero,False,Azpilicueta,True,Christensen,False,Rudiger,False,Fabregas,False,Kante,False,Zappacosta,False,Alonso,False,Willian,False,Pedro,False,Morata,False,Hazard,False,Giroud,False,Lossl,True,Smith,True,Kongolo,True,Zanka,True,Schindler,True,Lowe,True,Hogg,True,Mooy,True,Billing,True,VanLaParra,True,Depoitre,True,Pritchard,True,Hadergjonaj,True,Malone,True,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,715,416,37,the,40,and,24,a,19,to,16,on,13,in,12,their,10,of,10,for,8,but,7
12,Jakupovic,False,Simpson,False,Morgan,False,Maguire,True,Fuchs,False,Diabate,True,Silva,True,Choudhury,True,Mahrez,True,Iheanacho,True,Vardy,True,Gray,True,Dragovic,False,Barnes,False,Cech,True,Maitland-Niles,True,Mavropanos,False,Holding,False,Kolasinac,True,Ramsey,True,Iwobi,True,Xhaka,False,Mkhitaryan,True,Welbeck,False,Aubameyang,True,Mustafi,False,Nketiah,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,717,386,32,the,61,to,21,in,16,and,14,a,12,with,11,was,9,after,8,we,8,for,7
13,Lloris,True,Trippier,False,Vertonghen,True,Sanchez,False,Davies,False,Wanyama,False,Sissoko,False,Eriksen,False,Alli,False,Son,False,Kane,True,Dubravka,False,Yedlin,False,Lascelles,False,Lejeune,False,Dummett,False,Diame,False,Shelvey,False,Ritchie,False,Perez,False,Kenedy,False,Gayle,False,Joselu,False,Murphy,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,521,307,20,the,24,a,19,at,12,from,9,to,9,and,9,with,8,in,7,after,6,by,6
14,Adrian,True,Cresswell,True,Masuaku,False,Zabaleta,True,Ogbonna,False,Rice,True,Noble,True,Kouyate,True,Mario,True,Lanzini,True,Arnautovic,True,Fernandes,False,Obiang,False,Pickford,False,Baines,False,Coleman,False,Keane,False,Jagielka,False,FunesMori,False,Gueye,False,Schneiderlin,False,Davies,False,Niasse,True,Tosun,False,Klaassen,False,Walcot,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,480,290,17,the,29,a,19,in,12,to,10,as,9,Lanzini,7,his,7,and,7,on,7,with,7
15,Ederson,False,Walker,False,Stones,False,Otamendi,False,Delph,False,Fernandinho,False,DeBruyne,True,Sane,True,Silva,False,Sterling,True,Jesus,False,Gundogan,False,Bernardo,False,Mendy,False,Lossl,True,Smith,False,Kongolo,True,Zanka,True,Schindler,True,Hadergjonaj,True,Lowe,True,Hogg,True,Mooy,True,Pritchard,True,Mounie,False,Malone,False,VanLaParra,False,Depoitre,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,539,314,23,the,35,to,17,a,15,on,15,and,9,of,9,with,8,before,8,in,7,City,7
16,Courtois,True,Azpilicueta,True,Cahill,False,Rudiger,True,Moses,True,Fabregas,True,Kante,True,Bakayoko,False,Alonso,False,Hazard,True,Giroud,True,Karius,True,Clyne,False,Lovren,False,VanDijk,True,Robertson,False,Alexander-Arnold,False,Wijanaldum,False,Milner,False,Salah,False,Firmino,False,Mane,True,Henderson,False,Solanke,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,500,289,18,the,30,to,17,and,16,a,14,in,9,on,9,Liverpool,9,Chelsea,7,his,7,of,7
17,Butland,False,Johnson,False,Shawcross,False,Zouma,False,Pieters,False,Bauer,False,Allen,False,Ndiaye,False,Shaqiri,False,Diouf,False,Crouch,False,Sobhi,False,Campbell,False,Hennessey,False,Ward,False,Tomkins,False,Sakho,False,VanAanholt,True,McArthur,True,Milivojevic,True,Cabaye,False,Loftus-Cheek,True,Townsend,False,Zaha,True,Kelly,False,Benteke,False,Schlupp,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,383,228,17,the,26,in,16,a,10,to,8,and,8,with,7,they,6,Palace,6,for,5,but,4
18,Cech,True,Bellerin,True,Chambers,True,Mavropanos,True,Kolasinac,True,Xhaka,True,Wilshere,True,Mkhitaryan,False,Iwobi,True,Aubameyang,True,Lacazette,True,Ramsey,False,Welbeck,False,Mertesacker,False,Pope,False,Lowton,False,Long,False,Tarkowski,False,Ward,False,Lennon,False,Cork,False,Westwood,False,Gudmundsson,False,Hendrick,False,Vokes,False,Nkoudou,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,501,303,20,the,28,from,12,of,12,in,11,a,10,on,10,and,9,at,8,with,8,home,7
19,Begovic,True,Cook,True,Francis,False,Ake,True,Daniels,True,Fraser,True,Cook,True,Pugh,True,Surman,True,Wilson,True,King,True,Gosling,False,Fabianski,True,VanderHoorn,False,Mawson,False,Fernandez,False,Carroll,False,Roberts,False,Ki,False,Olsson,False,Dyer,False,AAyew,False,JAyew,False,Abraham,False,King,False,Narsingh,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,625,335,24,the,38,a,24,of,18,in,13,to,12,and,11,on,9,with,8,his,7,League,7
20,Hamer,False,Benalouane,False,Morgan,True,Maguire,True,Fuchs,False,Mahrez,False,Silva,True,Iborra,False,Choudhury,True,Diabate,False,Vardy,False,Dragovic,False,Iheanacho,False,Gray,False,Adrian,True,Rice,False,Ogbonna,True,Cresswell,True,Zabaleta,True,Kouyate,False,Noble,True,JoaoMario,True,Masuaku,True,Lanzini,False,Arnautovic,True,Carroll,False,Fernandes,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,577,318,22,the,39,a,18,in,16,and,12,of,11,to,9,with,8,their,7,on,7,but,6
21,Karnezis,False,Janmaat,False,Cathcart,True,Kabasele,True,Holebas,False,Pereyra,True,Capoue,False,Doucoure,True,Hughes,False,Gray,True,Deeney,False,Deulofeu,False,Mariappa,False,Richarlison,False,Dubravka,True,Manquillo,False,Lascelles,False,Lejeune,False,Dummett,False,Diame,False,Shelvey,True,Murphy,False,Perez,True,Kenedy,False,Gayle,False,Ritchie,False,Yedlin,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,559,301,24,the,43,to,17,a,15,and,15,on,11,of,11,in,8,we,7,his,7,with,7
22,Foster,True,Nyom,False,Dawson,True,Hegazi,True,Gibbs,False,Phillips,True,Livermore,True,Brunt,True,McClean,False,Rodriguez,False,Rondon,True,Sturridge,False,Chadli,False,Krychowiak,False,Lloris,True,Alderweireld,True,Sanchez,False,Vertonghen,True,Trippier,True,Wanyama,False,Eriksen,False,Rose,False,Lamela,False,Alli,False,Kane,False,Son,False,Lucas,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,729,405,28,the,41,to,26,a,26,and,20,in,13,his,10,at,10,West,8,of,8,Brom,7
23,Lloris,True,Trippier,True,Sanchez,True,Vertonghen,True,Davies,False,Dier,False,Dembele,False,Eriksen,True,Alli,False,Son,False,Kane,False,Wanyama,False,Sissoko,False,Karnezis,False,Mariappa,False,Cathcart,False,Kabasele,False,Holebas,False,Hughes,True,Doucoure,False,Capoue,False,Femenia,False,Gray,False,Richarlison,False,Deulofeu,False,Deeney,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,665,380,27,the,42,to,28,in,20,a,19,his,11,but,10,from,9,and,9,of,9,was,8
24,DeGea,False,Valencia,True,Lindelof,False,Smalling,False,Young,True,Herrera,False,Matic,False,Pogba,True,Lingard,False,Sanchez,False,Lukaku,False,Rashford,False,Martial,True,Fellaini,True,Ospina,False,Bellerin,True,Chambers,False,Mavropanos,True,Kolasinac,False,Xhaka,False,Maitland-Niles,True,Nelson,True,Iwobi,False,Mkhitaryan,True,Aubameyang,False,Welbeck,False,Monreal,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,568,324,24,the,38,a,17,in,15,to,13,of,12,and,11,from,10,but,8,on,8,after,6
25,Adrian,False,Zabaleta,False,Ogbonna,False,Rice,False,Cresswell,False,Evra,False,Noble,False,Kouyate,False,Fernandes,False,Lanzini,False,Arnautovic,False,Mario,False,Masuaku,False,Chicharito,False,Ederson,True,Walker,True,Laporte,True,Otamendi,True,Delph,True,Fernandinho,True,Gundogan,True,DeBruyne,True,Sane,True,Sterling,True,Jesus,True,Danilo,False,Toure,False,Nmecha,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,476,273,16,the,35,a,14,to,13,in,12,on,11,City,8,their,7,for,7,of,7,but,6
26,Pope,False,Lowton,False,Tarkowski,True,Long,True,Ward,False,Gudmundsson,True,Cork,False,Westwood,False,Lennon,False,Wood,False,Barnes,False,Vokes,True,N'Koudou,False,Hendrick,False,Ryan,True,Bruno,False,Dunk,True,Duffy,True,Bong,False,Kayal,False,Stephens,False,Knockaert,False,Gross,False,Izquierdo,True,Ulloa,False,March,False,Murray,False,Schelotto,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,518,317,27,the,34,a,19,to,16,in,14,and,12,with,8,on,8,of,8,but,7,first,5
27,Karius,False,Alexander-Arnold,False,VanDijk,False,Klavan,False,Gomez,False,Moreno,False,Henderson,False,Wijnaldum,True,Firmino,False,Salah,False,Ings,False,Clyne,False,Milner,False,Butland,False,Bauer,True,Pieters,False,Zouma,True,Shawcross,True,MartinsIndi,False,Ndiaye,True,Allen,False,Shaqiri,False,Diouf,False,Crouch,False,Sobhi,False,Fletcher,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,619,348,28,the,28,a,20,in,14,to,14,have,12,on,9,and,9,of,9,but,8,at,8
28,Pickford,True,Coleman,False,Keane,False,Jagielka,True,Baines,False,Gueye,False,Schneiderlin,False,Vlasic,False,Davies,False,Bolasie,False,Tosun,False,FunesMori,False,Niasse,True,McCarthy,True,Soares,True,Yoshida,False,Hoedt,False,Bednarek,False,Bertrand,False,Romeu,True,Lemina,False,Hojbjerg,False,Tadic,True,Austin,False,Redmond,True,Ward-Prowse,False,Long,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,462,273,15,the,34,a,14,of,11,at,9,and,8,on,8,to,7,with,7,in,6,from,6
29,Ryan,True,Bruno,True,Duffy,True,Dunk,True,Bong,True,Knockaert,True,Stephens,True,Propper,True,Izquierdo,True,Gross,True,Murray,True,DeGea,True,Darmian,False,Smalling,False,Rojo,False,Young,False,Fellaini,False,Matic,False,Pogba,False,Mata,False,Rashford,False,Martial,False,Lingard,False,Shaw,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,543,330,22,the,32,to,18,a,12,and,12,on,8,of,8,with,7,after,5,from,5,we,5
30,Hennessey,True,Ward,True,Tomkins,True,Sakho,True,VanAanholt,True,Townsend,True,Cabaye,True,Milivojevic,True,McArthur,True,Loftus-Cheek,True,Zaha,True,Schlupp,False,Chung-yongLee,False,Benteke,True,Hamer,False,Albrighton,False,Morgan,False,Maguire,False,Chilwell,False,Mahrez,False,Choudhury,False,Ndidi,False,Gray,False,Iheanacho,False,Vardy,False,Silva,False,Diabate,False,Dragovi,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,592,350,28,the,32,in,19,and,15,a,13,was,12,to,12,for,9,his,7,of,7,from,5
31,Lossl,False,Kongolo,False,Schindler,True,Zanka,False,Hadergjonaj,False,VanLaParra,False,Hogg,False,Mooy,False,Pritchard,True,Quaner,False,Mounie,False,Malone,False,Billing,False,Depoitre,False,Pickford,False,Baines,True,Jagielka,True,Keane,False,Coleman,True,Walcott,True,Schneiderlin,False,Gueye,True,Rooney,False,Tosun,True,Vlasic,False,Niasse,True,FunesMori,False,Davies,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,519,309,28,the,34,to,14,we,11,in,10,was,9,of,9,a,8,on,8,Everton,7,and,7
32,Dubravka,False,Yedlin,False,Lejeune,False,Lascelles,False,Dummett,False,Ritchie,True,Diame,False,Shelvey,False,Kenedy,False,Perez,False,Gayle,False,Murphy,False,Joselu,False,Slimani,False,Foster,True,Nyom,True,Dawson,True,Hegazi,True,Gibbs,False,Phillips,True,Livermore,True,McClean,False,Brunt,True,Rodriguez,True,Rondon,True,Krychowiak,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,518,330,22,the,25,a,23,to,20,of,11,with,9,in,8,from,8,and,7,but,5,an,5
33,McCarthy,True,Cedric,True,Yoshida,True,Hoedt,True,Bertrand,False,Romeu,False,Lemina,True,Bednarek,False,Tadic,True,Austin,True,Redmond,False,Long,False,Ward-Prowse,False,Begovic,True,Francis,False,Cook,False,Ake,False,Gosling,False,Daniels,False,Cook,False,Mousset,False,Fraser,True,Wilson,False,King,False,Surman,False,Defoe,False,Ibe,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,609,343,28,the,43,to,25,in,15,a,13,we,12,of,11,his,8,on,8,and,8,for,7
34,Pickford,True,Coleman,True,Jagielka,True,Keane,True,Baines,True,Gueye,False,Schneiderlin,False,Walcott,True,Rooney,False,Bolasie,False,Tosun,False,Davies,False,Calvert-Lewin,False,Dubravka,False,Yedlin,False,Lascelles,False,Lejeune,False,Dummett,False,Shelvey,False,Diame,True,Perez,True,Ritchie,False,Kenedy,False,Slimani,False,Gayle,True,Murphy,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,661,342,28,the,57,in,18,to,18,a,12,was,11,and,11,of,10,as,9,ball,8,Walcott,7
35,Ospina,False,Bellerin,False,Mustafi,False,Koscielny,True,Monreal,True,Xhaka,True,Elneny,True,Iwobi,False,Ramsey,True,Welbeck,False,Lacazette,True,Maitland-Niles,False,Aubameyang,False,Hart,True,Zabaleta,False,Ogbonna,False,Rice,False,Cresswell,False,Kouyate,True,Fernandes,False,Noble,False,Masuaku,False,Mario,True,Arnautovic,True,Lanzini,True,Hernandez,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,653,359,29,the,40,and,17,to,15,a,14,in,13,of,11,from,9,when,9,was,8,Ham,7
36,Butland,True,Johnson,False,Shawcross,False,MartinsIndi,False,Pieters,False,Bauer,True,Allen,True,Ndiaye,False,Shaqiri,False,Diouf,False,Crouch,False,Zouma,False,Ireland,False,Campbell,False,Pope,True,Lowton,False,Tarkowski,False,Long,False,Ward,False,Lennon,False,Cork,False,Westwood,True,Gudmundsson,True,Wood,False,Barnes,True,Vokes,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,487,294,19,the,27,a,14,in,9,but,8,with,8,of,8,his,7,to,7,at,7,on,6
37,Ederson,True,Danilo,True,Kompany,True,Laporte,True,Delph,True,Gündogan,True,DeBruyne,True,BernardoSilva,True,DavidSilva,True,Sterling,True,Jesus,True,Toure,True,Foden,True,Mendy,True,Fabianski,False,Naughton,False,VanderHoorn,False,Fernandez,False,Mawson,False,Olsson,False,Ki,False,King,False,Carroll,False,AAyew,False,JAyew,False,Bartley,False,Clucas,False,Abraham,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,518,309,23,the,30,a,16,to,15,of,11,and,10,from,7,in,6,points,6,for,6,with,5
38,Foster,True,Nyom,True,Dawson,True,Hegazi,False,Gibbs,True,Livermore,True,Brunt,True,McClean,True,Phillips,True,Rodriguez,True,Rondon,True,Burke,False,Robson-Kanu,False,Evans,False,Karius,False,Gomez,True,Klavan,False,VanDijk,False,Moreno,False,Henderson,False,Wijnaldum,False,Milner,True,Mane,True,Ings,True,Salah,True,Lovren,False,Firmino,False,Oxlade-Chamberlain,True,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,816,447,37,the,58,in,21,to,21,a,19,with,15,of,13,not,10,and,10,his,9,at,9
39,Fabianski,True,Naughton,False,VanDerHoorn,False,Mawson,True,Olsson,True,Roberts,True,Ki,False,Clucas,False,King,False,JAyew,False,AAyew,True,Dyer,False,Carroll,False,Routledge,False,Courtois,True,Moses,True,Rudiger,True,Cahill,True,Azpilicueta,True,Emerson,True,Fabregas,True,Kante,True,Bakayoko,True,Hazard,True,Giroud,True,Pedro,False,Willian,False,Morata,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,424,255,13,the,35,to,15,in,11,a,10,of,8,as,6,Premier,6,and,5,League,5,on,5
