,player0,rating0,player1,rating1,player2,rating2,player3,rating3,player4,rating4,player5,rating5,player6,rating6,player7,rating7,player8,rating8,player9,rating9,player10,rating10,player11,rating11,player12,rating12,player13,rating13,player14,rating14,player15,rating15,player16,rating16,player17,rating17,player18,rating18,player19,rating19,player20,rating20,player21,rating21,player22,rating22,player23,rating23,player24,rating24,player25,rating25,player26,rating26,player27,rating27,player28,rating28,player29,rating29,player30,rating30,player31,rating31,player32,rating32,player33,rating33,words,u_words,sents,word1,word_count1,word2,word_count2,word3,word_count3,word4,word_count4,word5,word_count5,word6,word_count6,word7,word_count7,word8,word_count8,word9,word_count9,word10,word_count10
915,RaheemSterlinghasscored27goalsinallcompetitionsforManchesterCitythisseason-thisishisbestscoringseasoninhiscareerSincethe2015/16seasonwhenhejoinedManchesterCityonlyHarryKane,True,andSergioAguero,True,havescoredmorePremierLeaguehat-tricksthanRaheemSterling,False,Ryan,False,Montoya,False,Dunk,False,Webster,False,Bernardo,False,Bissouma,False,Gross,False,Mooy,False,Propper,False,Trossard,False,Connolly,False,Lamptey,False,Stephens,False,Maupay,False,Jahanbakhsh,False,Ederson,False,Walker,True,Garcia,True,Laporte,True,Mendy,True,Rodri,True,DeBruyne,True,BernardoSilva,True,Sterling,True,Jesus,True,Mahrez,True,Foden,False,DavidSilva,False,Zinchenko,False,Stones,False,Fernandinho,False,815,423,39,the,52,to,24,in,18,a,16,and,16,on,14,of,14,his,13,for,11,at,8
916,Ramsdale,True,Smith,True,Kelly,True,Ake,True,Rico,True,Lerma,False,Gosling,True,Brooks,False,King,False,Stanislas,True,CWilson,True,Stacey,True,HWilson,False,Lloris,True,Aurier,True,Alderweireld,True,Vertonghen,True,Davies,True,Winks,False,LoCelso,False,Sissoko,False,Bergwijn,False,Lamela,False,Kane,False,Son,False,Ndombele,True,Moura,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,1237,561,62,the,78,to,36,a,29,in,26,of,26,was,18,with,17,and,16,on,15,not,14
917,Henderson,True,Basham,True,Egan,True,O’Connell,True,Baldock,True,Berge,True,Norwood,True,Osborn,True,Stevens,True,McBurnie,True,McGoldrick,True,Lundstram,False,Jagielka,False,Mousset,False,Kepa,False,James,False,Christensen,False,Zouma,False,Azpilicueta,False,Jorginho,False,Mount,False,Barkley,False,Willian,False,Pulisic,False,Abraham,False,Rudiger,False,Alonso,False,Loftus-Cheek,False,Giroud,False,Hudson-Odoi,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,716,418,40,the,43,and,19,a,18,to,15,I,12,with,11,on,10,in,9,of,9,Chelsea,8
918,Pickford,False,Coleman,True,Keane,False,Mina,False,Digne,True,Davies,False,Gomes,False,Iwobi,False,Gordon,False,Richarlison,True,Calvert-Lewin,False,Sidibe,True,Sigurdsson,False,Kean,False,McCarthy,True,Walker-Peters,True,Bertrand,True,Bednarek,False,Stephens,False,Romeu,False,Ward-Prowse,True,Armstrong,False,Redmond,True,Adams,False,Ings,True,Long,False,Hojberg,True,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,809,432,42,the,48,a,27,in,21,and,18,to,17,was,15,on,11,with,9,we,9,but,8
919,Henderson,True,Basham,True,Egan,True,O’Connell,True,Baldock,True,Berge,False,Norwood,False,Osborn,True,Stevens,True,McBurnie,False,Sharp,False,Mousset,False,Zivkovic,False,Patricio,False,Coady,False,Saiss,False,Boly,False,Doherty,True,Neves,True,Moutinho,False,Jonny,False,Traore,False,Jota,False,Jimenez,False,Dendoncker,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,777,425,35,the,49,in,19,to,19,and,18,a,17,of,15,on,14,with,11,but,10,at,9
920,Reina,False,Konsa,False,Hause,False,Mings,False,Taylor,False,Grealish,False,Luiz,False,McGinn,False,ElGhazi,False,Trezeguet,False,Samatta,False,Nakamba,False,Hourihane,False,Davis,False,DeGea,True,Wan-Bissaka,True,Lindelof,True,Maguire,True,Shaw,True,Matic,False,Pogba,True,Greenwood,True,Fernandes,True,Rashford,True,Martial,True,Williams,False,McTominay,False,Fred,False,James,False,Ighalo,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,770,432,38,the,43,a,21,to,18,and,17,in,16,Villa,14,from,11,United,11,but,10,on,9
921,Ederson,True,Cancelo,True,Zinchenko,True,Otamendi,True,Stones,True,Rodri,True,Silva,True,Mahrez,True,DeBruyne,True,Foden,True,Jesus,True,Walker,True,Gundogan,True,Bernardo,True,Sterling,True,Coyle,True,Dubravka,False,Yedlin,False,Krafth,False,Fernandez,False,Schar,False,Rose,False,Shelvey,False,Lazaro,False,Bentaleb,False,Ritchie,True,Joelinton,False,Gayle,False,Longstaff,False,Manquillo,False,Atsu,False,Muto,False,<PAD>,<PAD>,<PAD>,<PAD>,692,390,37,the,39,in,19,a,19,and,19,to,14,was,13,of,11,on,10,with,9,we,8
922,Guaita,False,Ward,False,VanAanholt,True,Dann,False,Cahill,False,McArthur,False,Kouyate,False,Milivojevic,False,Zaha,True,Ayew,False,Benteke,True,Sakho,False,Arrizabalaga,True,Azpilicueta,False,James,False,Christensen,False,Zouma,True,Gilmour,True,Mount,True,Barkley,False,Willian,True,Pulisic,True,Giroud,True,Jorginho,False,Abraham,False,Loftus-Cheek,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,1148,611,57,the,57,a,35,to,30,of,21,and,20,in,17,with,13,but,12,was,12,for,12
923,Fabianski,True,Cresswell,False,Fredericks,False,Ogbonna,False,Diop,False,Soucek,True,Rice,False,Bowen,True,Fornals,False,Yarmolenko,False,Antonio,False,Haller,False,Pope,True,Taylor,True,Bardsley,True,Long,False,Tarkowski,True,Pieters,False,Brownhill,False,Westwood,False,McNeil,True,Rodriguez,True,Vydra,True,Wood,True,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,661,379,28,the,40,a,21,to,19,and,11,of,11,in,9,on,9,from,8,with,8,for,8
924,Ryan,False,Lamptey,True,Webster,True,Dunk,True,Burn,True,Propper,False,MacAllister,False,Stephens,False,Gross,True,Trossard,True,Maupay,True,Connolly,False,Mooy,False,Bissouma,False,Alisson,False,Alexander-Arnold,False,Gomez,True,VanDijk,True,Williams,False,Oxlade-Chamberlain,False,Henderson,True,Wijnaldum,True,Keita,True,Salah,True,Firmino,True,Robertson,True,Mane,True,Fabinho,True,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,1110,542,54,the,68,a,30,to,25,and,25,we,19,in,18,was,17,on,17,for,15,his,14
925,Foster,False,Femenia,True,Kabasele,True,Dawson,True,Sarr,True,Capoue,True,Doucoure,True,Hughes,False,Masina,False,Welbeck,True,Deeney,True,Cleverley,False,Krul,False,Aarons,False,Godfrey,False,Klose,False,Lewis,False,Tettey,False,Vrancic,False,Stiepermann,False,Buendia,True,Hernandez,True,Pukki,False,McLean,False,Idah,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,898,436,48,the,57,a,27,to,26,for,14,and,14,of,14,in,12,I,12,but,10,their,10
926,Martinez,False,Mustafi,True,Luiz,True,Kolasinac,True,Bellerin,True,Ceballos,True,Xhaka,True,Tierney,True,Saka,True,Lacazette,True,Aubameyang,True,Willock,False,Schmeichel,True,Justin,True,Evans,True,Soyuncu,False,Bennett,False,Perez,True,Tielemans,True,Ndidi,False,Albrighton,False,Iheanacho,False,Vardy,True,Barnes,True,Fuchs,False,Gray,True,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,1355,632,66,the,94,a,41,to,31,in,29,was,25,on,21,and,21,but,18,of,17,his,15
927,Lloris,False,Aurier,False,Alderweireld,True,Dier,False,Davies,False,Winks,True,LoCelso,True,Sissoko,False,Moura,False,Son,True,Kane,False,Bergwijn,False,Pickford,False,Coleman,False,Keane,False,Holgate,False,Digne,False,Davies,False,Gomes,False,Iwobi,False,Sigurdsson,False,Richarlison,False,Calvert-Lewin,False,Mina,False,Gordon,False,Bernard,False,Kean,False,Sidibe,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,971,510,49,the,49,to,31,a,28,of,22,and,21,in,18,was,12,they,12,with,11,on,11
928,Pope,False,Bardsley,False,Tarkowski,True,Pieters,False,Taylor,False,McNeil,True,Brownhill,False,Westwood,False,Long,False,Vydra,False,Rodriguez,False,Wood,False,Henderson,False,Baldock,False,Robinson,True,Basham,False,Egan,True,Stevens,False,Osborn,True,Norwood,False,Berge,False,McGoldrick,True,McBurnie,False,Sharp,True,O'Connell,False,Mousset,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,506,292,25,the,34,a,13,and,12,at,11,in,10,to,10,were,7,on,7,United,6,as,6
929,Alisson,True,Alexander-Arnold,False,Gomez,True,VanDijk,True,Robertson,False,Keita,True,Fabinho,True,Oxlade-Chamberlain,False,Mane,True,Origi,False,Salah,False,Firmino,True,Henderson,True,Wijnaldum,False,Jones,True,Reina,True,Konsa,True,Hause,False,Mings,True,Taylor,False,McGinn,False,Luiz,True,Grealish,True,ElGhazi,False,Davis,False,Trezeguet,False,Samatta,False,Jota,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,764,429,31,the,42,a,22,of,19,to,15,in,14,with,14,at,12,and,11,their,10,from,10
930,Dubravka,True,Krafth,True,Lascelles,True,Fernandez,True,Manquillo,True,Shelvey,True,Hayden,False,Saint-Maximin,True,Almiron,True,Joelinton,False,Gayle,True,Bentaleb,False,Ritchie,False,Lozaro,False,Fabianski,True,Fredericks,True,Diop,False,Ogbonna,True,Cresswell,False,Rice,True,Soucek,True,Bowen,True,Fornals,True,Lanzini,False,Antonio,True,Noble,False,Yarmolenko,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,1219,572,55,the,72,a,45,to,37,and,31,in,20,of,18,with,16,but,15,was,12,we,10
931,McCarthy,True,Walker-Peters,True,Bertrand,True,Bednarek,True,Stephens,True,Romeu,True,Ward-Prowse,True,Armstrong,True,Redmond,True,Adams,True,Ings,True,Long,False,Ederson,False,Cancelo,False,Zinchenko,False,Laporte,False,Garcia,False,Fernandinho,False,Silva,False,Bernardo,False,Mahrez,False,Sterling,False,Jesus,False,DeBruyne,False,Foden,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,967,479,42,the,45,to,36,a,30,and,28,in,23,of,17,was,16,his,13,at,12,as,11
932,Schmeichel,True,Justin,True,Soyuncu,True,Evans,False,Chilwell,False,Perez,True,Ndidi,True,Tielemans,True,Albrighton,False,Vardy,True,Iheanacho,True,Bennett,False,Praet,False,Barnes,True,Fuchs,False,Guaita,False,Ward,False,Cahill,False,Sakho,False,VanAanholt,False,McArthur,False,Milivojevic,False,Riedewald,False,Ayew,False,Benteke,False,Zaha,False,Kouyate,False,McCarthy,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,918,467,41,the,57,to,32,a,29,of,22,in,18,and,18,on,15,his,14,with,11,at,11
933,Krul,False,Aarons,False,Godfrey,False,Klose,False,Lewis,False,Buendia,False,Tettey,False,McLean,False,Duda,False,Drmic,False,Hernandez,False,Idah,False,Cantwell,False,Pukki,False,Ryan,False,Lamptey,True,Dunk,True,Webster,False,Burn,False,Bissouma,False,Mooy,True,Propper,False,Trossard,True,Maupay,False,Connolly,False,Gross,False,Bernardo,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,551,323,29,the,35,a,17,in,16,and,11,to,10,on,10,of,10,have,8,as,7,but,6
934,Patricio,False,Boly,True,Coady,False,Saiss,True,Doherty,True,Dendoncker,False,Neves,False,Moutinho,False,Jonny,True,Jimenez,True,Traore,True,Jota,True,Neto,False,Martinez,True,Mustafi,True,Luiz,True,Kolasinac,False,Soares,True,Ceballos,False,Xhaka,True,Tierney,True,Saka,True,Nketiah,True,Aubameyang,True,Maitland-Niles,False,Bellerin,False,Willock,True,Torreira,False,Lacazette,True,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,1136,539,48,the,82,and,31,a,30,to,29,of,23,with,20,we,18,his,15,in,14,but,13
935,Arrizabalaga,True,James,True,Christensen,True,Zouma,True,Azpilicueta,True,Barkley,True,Kante,True,Mount,True,Willian,True,Giroud,True,Pulisic,True,Foster,False,Mariappa,False,Kabasele,False,Dawson,False,Femenia,False,Chalobah,True,Capoue,False,Sarr,False,Doucoure,False,Hughes,False,Deeney,False,Cleverley,False,Welbeck,False,Masina,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,1142,562,52,the,58,to,45,a,34,and,31,in,17,of,17,his,15,was,15,we,15,with,13
936,Henderson,True,Basham,True,Egan,True,Robinson,True,Baldock,True,Berge,True,Norwood,False,Osborn,False,Stevens,True,McBurnie,True,McGoldrick,True,Mousset,True,Lloris,False,Aurier,False,Sanchez,False,Dier,False,Davies,False,Sissoko,False,LoCelso,True,LucasMoura,True,Bergwijn,False,Kane,True,Son,False,Lamela,False,Alli,False,NDombele,False,Vertonghen,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,775,403,37,the,50,a,24,on,20,to,17,in,16,and,16,was,13,when,10,but,8,his,8
937,Ederson,True,Walker,False,Laporte,False,Garcia,False,Mendy,True,Gundogan,True,Rodri,True,Foden,True,DeBruyne,True,Sterling,True,Jesus,False,Mahrez,True,Cancelo,False,Alisson,False,Alexander-Arnold,False,VanDijk,False,Gomez,False,Robertson,False,Wijnaldum,False,Fabinho,False,Henderson,False,Mane,False,Salah,False,Firmino,False,Oxlade-Chamberlain,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,892,464,45,the,62,in,20,a,18,and,17,of,14,to,12,they,12,City,12,as,12,were,11
938,Martinez,True,Bellerin,False,Mustafi,True,Luiz,True,Kolasinac,False,Tierney,True,Xhaka,True,Ceballos,True,Aubameyang,True,Nelson,False,Lacazette,False,Holding,False,Willock,False,Nketiah,False,Cedric,True,Krul,False,Aarons,False,Godfrey,False,Tettey,False,Lewis,False,Rupp,False,Trybull,False,McLean,False,Buendia,False,Cantwell,False,Pukki,False,Drmic,False,Hernandez,False,Idah,False,Stiepermann,False,Vrancic,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,883,470,42,the,52,to,23,and,21,a,19,on,18,of,18,in,14,for,13,his,11,as,11
939,Ramsdale,False,Kelly,False,SCook,False,Ake,False,Smith,False,Brooks,False,Billing,False,Lerma,False,Danjuma,False,Solanke,False,King,False,LCook,False,Gosling,False,HWilson,False,Stanislas,False,Dubravka,True,Krafth,True,Fernandez,True,Lascelles,True,Manquillo,True,SLongstaff,True,Bentaleb,True,Shelvey,True,Saint-Maximin,True,Gayle,True,Joelinton,True,Yedlin,False,Lazaro,True,Hayden,False,Almiron,True,Carroll,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,702,411,29,the,52,to,21,a,21,in,14,on,12,and,11,of,10,with,8,for,8,Newcastle,8
940,Pickford,False,Coleman,False,Keane,False,Holgate,False,Digne,True,Iwobi,False,Gomes,False,Sigurdsson,True,Gordon,True,Calvert-Lewin,False,Richarlison,True,Davies,True,Mina,True,Schmeichel,False,Justin,False,Evans,False,Soyuncu,False,Chilwell,True,Ndidi,False,Albrighton,False,Praet,False,Tielemans,False,Barnes,False,Vardy,False,Maddison,True,Iheanacho,True,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,678,382,31,the,34,and,23,to,22,a,20,in,11,we,11,but,9,on,9,was,8,at,8
941,DeGea,False,Wan-Bissaka,False,Lindelof,False,Maguire,False,Shaw,True,Matic,True,Pogba,True,Greenwood,True,Fernandes,True,Rashford,True,Martial,True,Igahlo,False,Mata,False,James,True,Ramsdale,True,Rico,False,Kelly,False,Ake,False,Smith,False,Brooks,False,Lerma,False,LCook,False,Stanislas,True,Solanke,False,King,False,HWilson,False,Stacey,False,Danjuma,True,Billing,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,966,501,51,the,64,a,26,to,20,of,20,in,19,on,17,with,13,and,13,was,11,from,9
942,Fabianski,False,Fredericks,False,Ogbonna,True,Diop,False,Cresswell,False,Soucek,True,Rice,True,Bowen,True,Fornals,False,Lanzini,False,Antonio,True,Wilshere,False,Yarmolenko,True,Kepa,False,Azpilicueta,False,Christensen,False,Rudiger,False,Alonso,False,Barkley,False,Kovacic,False,Kante,False,Willian,True,Abraham,False,Pulisic,True,Mount,True,Giroud,True,Loftus-Cheek,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,1019,500,46,the,58,to,31,of,26,and,25,a,21,at,13,-,12,in,11,was,11,we,11
943,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,883,465,41,the,48,to,28,and,23,a,21,in,17,of,15,on,14,his,13,were,10,Southampton,8
944,Guaita,False,VanAanholt,False,Dann,False,Cahill,False,Ward,False,McArthur,True,Milivojevic,False,Kouyate,False,Townsend,False,Ayew,False,Zaha,False,Meyer,False,McCarthy,False,WoodsTavaresTyrickMitchellKeutchaRiedewaldPope,True,Taylor,True,Tarkowski,True,Mee,True,Pieters,True,Bardsley,True,Cork,False,Brownhill,True,Westwood,True,McNeil,True,Vydra,True,Long,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,604,370,24,the,30,a,26,to,13,of,13,in,10,on,10,and,9,at,9,his,8,as,7
945,McCarthy,False,Valery,False,Stephens,False,Bednarek,False,Bertrand,False,Armstrong,False,Ward-Prowse,False,Hojbjerg,False,Obafemi,False,Redmond,False,Ings,False,Long,False,Walker-Peters,False,Martinez,True,Bellerin,False,Mustafi,False,Holding,True,Tierney,True,Pepe,False,Ceballos,False,Xhaka,False,Saka,True,Nketiah,True,Aubameyang,True,Lacazette,False,Willock,True,Kolasinac,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,698,389,32,the,52,to,19,a,19,of,14,from,13,in,9,his,9,and,9,we,8,as,8
946,Nyland,False,Konsa,False,Hause,False,Mings,False,Nakamba,False,Hourihane,False,Luiz,False,Grealish,False,Samatta,False,Davis,False,Taylor,False,McGinn,False,Elmohamady,False,RuiPatricio,False,Doherty,False,Boly,True,Coady,True,Saiss,True,Jonny,True,Dendoncker,True,Moutinho,False,Neves,False,Jota,False,Jimenez,True,Traore,True,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,555,313,26,the,35,in,17,a,17,to,15,of,13,on,12,and,10,with,6,we,6,for,6
947,Pope,False,Lowton,True,Mee,True,Taylor,True,Brownhill,True,Westwood,True,Cork,True,McNeil,True,Rodriguez,True,Vydra,True,Pieters,False,Foster,False,Femenia,False,Kabasele,False,Dawson,True,Masina,False,Capoue,True,Hughes,True,Sarr,True,Cleverley,False,Welbeck,True,Deeney,True,Cathcart,True,Doucoure,True,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,1202,550,56,the,85,and,31,a,30,to,29,in,19,but,18,on,17,of,17,with,16,we,14
948,Ryan,False,Lamptey,False,Dunk,False,Duffy,False,Burn,False,Montoya,False,Bissouma,False,Stephens,False,Propper,False,MacAllister,False,Connolly,False,Trossard,True,Maupay,False,DeGea,True,Wan-Bissaka,True,Lindelof,True,Maguire,True,Shaw,True,Matic,True,Pogba,True,Greenwood,True,Fernandes,True,Rashford,True,Martial,True,Williams,False,Pereira,False,McTominay,False,James,False,Ighalo,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,758,400,39,the,54,a,29,of,21,and,16,on,15,to,14,United,13,was,9,with,9,but,8
949,Arrizabalaga,False,Azpilicueta,True,Rudiger,True,Christensen,True,Alonso,False,Kante,True,Barkley,True,Mount,False,Willian,True,Pulisic,True,Giroud,False,Abraham,True,Kovacic,False,Ederson,False,Walker,True,Laporte,True,Fernandinho,False,Mendy,False,Rodri,False,Gundogan,False,DeBruyne,True,BernardoSilva,False,Mahrez,True,Sterling,True,DavidSilva,True,Jesus,False,Zinchenko,False,Otamendi,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,558,325,21,the,27,a,24,on,15,to,14,and,14,Chelsea,11,with,10,City,9,from,8,Liverpool,7
950,Ryan,False,Lamptey,True,Webster,False,Dunk,True,Burn,True,Stephens,False,Bissouma,False,MacAllister,False,Connolly,True,Mooy,False,Maupay,False,Duffy,True,Trossard,False,March,False,Murray,False,Schmeichel,True,Justin,False,Evans,True,Soyuncu,True,Chilwell,False,Ndidi,False,Mendy,False,Maddison,False,Gray,False,Vardy,False,Iheanacho,False,Barnes,False,Tielemans,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,831,428,35,the,47,a,26,to,25,in,19,was,17,but,11,of,11,his,10,and,10,for,9
951,Krul,False,Aarons,False,Lewis,False,Godfrey,False,Klose,False,McLean,False,Tettey,False,Duda,False,Rupp,False,Drmic,False,Hernandez,False,Vrancic,False,Buendia,False,Pukki,False,Idah,False,Pickford,False,Digne,True,Coleman,False,Keane,True,Holgate,True,Gomes,True,Davies,False,Iwobi,True,Bernard,True,Calvert-Lewin,False,Richarlison,False,Sigurdsson,True,Kean,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,845,447,39,the,48,to,27,in,18,and,18,of,17,a,16,at,14,have,12,was,11,we,11
952,:Lloris,False,Aurier,False,Sanchez,False,Dier,True,Davies,False,Sissoko,True,DeleAlli,False,LoCelso,True,Moura,False,SonHeung-Min,False,Kane,True,Lamela,True,Fabianski,False,Fredericks,False,Balbuena,False,Diop,False,Cresswell,False,Soucek,False,Rice,True,Noble,False,Antonio,False,Bowen,True,Fornals,False,Anderson,False,Lanzini,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,803,462,36,the,34,a,24,to,21,in,18,and,18,of,12,but,11,on,11,-,9,as,9
953,Patricio,False,Coady,False,Boly,True,Saiss,False,Doherty,False,Moutinho,True,Neves,False,Jonny,False,Traore,True,Jimenez,True,Jota,False,Neto,True,Dendoncker,True,Ramsdale,False,Stacey,False,SCook,False,Ake,False,Smith,True,Brooks,False,Billing,False,LCook,False,Lerma,False,Stanislas,False,CWilson,False,Gosling,False,HWilson,False,Danjuma,False,Solanke,False,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,588,332,22,the,36,a,22,to,17,on,14,of,14,and,11,in,10,from,10,at,10,he,6
954,Dubravka,False,Manquillo,True,Fernandez,False,Lascelles,False,Rose,False,Shelvey,False,Hayden,True,Ritchie,False,Almiron,False,Saint-Maximin,True,Joelinton,False,Carroll,True,Gayle,True,Nyland,False,Konsa,False,Hause,False,Mings,False,Targett,False,Luiz,True,McGinn,False,Grealish,True,Trezeguet,False,Samatta,False,ElGhazi,False,Hourihane,True,Davis,False,Nakamba,False,Elmohamady,True,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,731,396,35,the,39,and,24,to,22,a,18,on,18,at,15,in,14,Villa,10,we,10,for,9
